,0,1,C,A,T,H,CA,C_map
1tuwA00,3.0479336,4.326638,3,30,70,1090,3.30,Alpha Beta
6foqA03,0.68071926,0.9495005,3,40,462,20,3.40,Alpha Beta
1ed1A00,-1.7278018,3.8738549,1,10,150,90,1.10,Mainly Alpha
1urjA02,-4.0356417,0.72536933,1,20,190,40,1.20,Mainly Alpha
2hfnB02,2.006487,7.742802,1,10,287,1540,1.10,Mainly Alpha
3mw6C00,-1.0056161,3.2178135,1,10,1710,10,1.10,Mainly Alpha
3vsmA02,6.2121153,1.4323605,2,70,98,100,2.70,Mainly Beta
4rgdA00,-0.6565754,6.6778836,1,20,225,10,1.20,Mainly Alpha
1wkvA01,2.7874377,4.7704206,3,90,1530,20,3.90,Alpha Beta
3k1zA02,-0.95603687,5.4622664,1,10,150,720,1.10,Mainly Alpha
4lzkC00,5.9069023,0.069460094,2,60,40,3910,2.60,Mainly Beta
2gagC02,5.655562,5.429848,3,30,70,1520,3.30,Alpha Beta
2qcuA03,0.2913147,6.5000834,1,10,8,870,1.10,Mainly Alpha
4a57A02,-1.9655894,-1.8176531,3,30,420,540,3.30,Alpha Beta
4ne3B01,5.039018,6.3333263,1,20,5,4980,1.20,Mainly Alpha
4am6A03,-3.7008286,-1.01374,3,30,420,580,3.30,Alpha Beta
1zhsA01,6.392923,4.986657,3,30,1490,230,3.30,Alpha Beta
1jekA00,-8.43205,3.049415,1,20,5,440,1.20,Mainly Alpha
2ixtA00,-1.3157532,-2.3279545,3,40,50,200,3.40,Alpha Beta
2ce7C03,-6.143822,0.7802741,1,20,58,760,1.20,Mainly Alpha
3c19A01,4.3327317,4.6777477,3,30,70,1380,3.30,Alpha Beta
2wbmA01,3.000262,6.1084003,3,30,1250,10,3.30,Alpha Beta
4aybC02,3.2375882,7.422766,1,10,150,390,1.10,Mainly Alpha
5v1yB00,6.084975,3.2724962,2,30,29,70,2.30,Mainly Beta
6bscB00,4.9016924,4.2826285,6,10,140,600,6.10,Special
3pm9A04,3.5799792,5.3684764,3,30,70,2740,3.30,Alpha Beta
1j27A00,4.080612,4.330103,3,30,70,1120,3.30,Alpha Beta
3onjA00,-6.4577928,3.5459921,1,20,58,400,1.20,Mainly Alpha
4l8jA02,6.9425797,2.9860823,2,40,30,170,2.40,Mainly Beta
3vc8B00,0.59608465,4.91938,1,10,150,420,1.10,Mainly Alpha
2aegA02,5.931476,2.3224547,3,90,1680,20,3.90,Alpha Beta
3gn4A00,-9.764514,-3.9295452,6,10,220,10,6.10,Special
4xr8F01,4.6346445,6.4012194,3,30,240,40,3.30,Alpha Beta
1wpbG01,0.22307515,7.6047783,1,10,287,680,1.10,Mainly Alpha
3gwcB03,-3.0462391,6.054265,6,10,140,440,6.10,Special
3w6wB02,5.6936812,1.2710512,2,60,310,20,2.60,Mainly Beta
2nxpB00,-3.0461423,0.9945145,1,25,40,500,1.25,Mainly Alpha
4gr5C01,5.802032,5.460087,3,90,820,10,3.90,Alpha Beta
3g9kD02,-0.39860272,4.762067,1,10,246,230,1.10,Mainly Alpha
3p8cF01,-9.920639,-2.9356005,6,10,140,1620,6.10,Special
5aoxE00,4.997103,5.046707,3,30,720,10,3.30,Alpha Beta
2ck3D03,-2.4113264,5.104344,1,10,1140,10,1.10,Mainly Alpha
1k3iA02,3.6654794,-1.8200566,2,130,10,80,2.130,Mainly Beta
1ufyA00,3.0142334,4.7964783,3,30,1330,40,3.30,Alpha Beta
3hhwK01,-2.399669,0.03334403,1,10,3570,10,1.10,Mainly Alpha
1xeeA01,5.225551,5.5382824,3,10,20,390,3.10,Alpha Beta
3t5vF01,4.056866,6.224914,6,10,250,1210,6.10,Special
3zojA00,-8.286625,-3.50322,1,20,1080,10,1.20,Mainly Alpha
3sxuA00,1.8429272,2.7088084,3,40,50,10110,3.40,Alpha Beta
4djaA04,-1.8487301,5.378695,1,10,10,1710,1.10,Mainly Alpha
1hyoA01,-0.4665056,4.8029237,2,30,30,230,2.30,Mainly Beta
1c4kA01,2.4414823,2.6888986,3,40,50,220,3.40,Alpha Beta
1n0uA03,0.016639628,6.4478784,3,90,1430,10,3.90,Alpha Beta
2w61A03,0.32500693,5.5544624,1,20,58,1040,1.20,Mainly Alpha
4dkcB00,-4.3662443,0.5018779,1,20,1250,80,1.20,Mainly Alpha
3mvsA01,6.806962,2.7343793,2,60,40,60,2.60,Mainly Beta
2l8kA00,0.22018372,4.5479717,3,30,1330,220,3.30,Alpha Beta
3lvqE02,1.3031514,6.9889283,1,25,40,950,1.25,Mainly Alpha
4glxA05,6.1605315,5.1960745,6,20,10,30,6.20,Special
1mc2A00,-1.4988991,4.5634913,1,20,90,10,1.20,Mainly Alpha
3mayB00,-2.1946497,5.50707,1,20,20,20,1.20,Mainly Alpha
5dm6200,2.16205,7.372262,1,10,287,3980,1.10,Mainly Alpha
4fprB00,2.753536,4.849003,3,30,70,2910,3.30,Alpha Beta
2fji101,-8.565318,-1.8327384,1,10,357,50,1.10,Mainly Alpha
1mg7A01,-0.7911335,2.3195043,3,30,70,1000,3.30,Alpha Beta
4fuvA00,6.0718307,-1.192064,2,40,160,170,2.40,Mainly Beta
2pn0A02,6.6062646,4.902978,3,10,50,30,3.10,Alpha Beta
1hn6A00,5.09076,1.3993335,4,10,1010,10,4.10,Few Sec. Str.
3jqoA01,5.103035,-0.19942191,2,40,128,260,2.40,Mainly Beta
4ii1A01,7.549704,3.386738,2,30,30,1190,2.30,Mainly Beta
5fo8B03,6.549746,0.62066805,2,60,120,1540,2.60,Mainly Beta
2cxiA01,3.7042992,6.24728,3,30,56,10,3.30,Alpha Beta
2qsrA01,-2.997572,2.6357622,3,90,1150,50,3.90,Alpha Beta
1s2xA00,-6.6929054,-0.672522,1,20,190,30,1.20,Mainly Alpha
3g36B00,0.5876602,7.083702,1,20,890,10,1.20,Mainly Alpha
4m0nA01,8.15529,-0.7239831,2,60,120,1440,2.60,Mainly Beta
1xg0C00,-5.321648,0.9703297,1,10,490,20,1.10,Mainly Alpha
2z6rA02,2.3134553,5.5822105,3,30,950,10,3.30,Alpha Beta
3w5hA01,6.290812,3.8948212,2,40,30,10,2.40,Mainly Beta
4nleA02,-2.5280056,3.2425723,1,10,275,60,1.10,Mainly Alpha
6co8B00,-0.68605,5.091573,1,10,8,970,1.10,Mainly Alpha
4nv5B01,-6.9620967,0.5489682,1,20,1440,130,1.20,Mainly Alpha
5fafA00,4.2116923,3.1624851,3,40,20,10,3.40,Alpha Beta
3e8tA00,1.5029968,-0.78475463,3,15,10,30,3.15,Alpha Beta
3euhC02,-1.3639647,4.6428742,1,10,10,2260,1.10,Mainly Alpha
4u9hL00,-6.221745,-5.667872,1,10,645,10,1.10,Mainly Alpha
4q4w300,4.9372425,-0.54864985,2,60,120,20,2.60,Mainly Beta
4p3hA00,1.3332509,0.95776683,3,20,16,10,3.20,Alpha Beta
1fo8A02,4.7053742,6.290975,3,10,180,20,3.10,Alpha Beta
2m86A00,3.649196,7.145628,4,10,75,20,4.10,Few Sec. Str.
4rdbA01,4.412174,4.296898,2,60,40,2580,2.60,Mainly Beta
3t7zA00,-0.68092746,5.436806,3,30,420,220,3.30,Alpha Beta
3zn6A02,7.6239405,1.9721025,2,60,40,3410,2.60,Mainly Beta
3l0iA01,-3.6600287,0.8751732,1,20,120,1520,1.20,Mainly Alpha
4a7kA02,4.2569346,-1.2983425,2,60,120,990,2.60,Mainly Beta
6fulA03,5.361789,4.697231,2,10,110,20,2.10,Mainly Beta
4nnqA02,2.0905154,6.509228,6,10,30,40,6.10,Special
3ecsE01,-1.2573671,4.4061365,1,20,120,1070,1.20,Mainly Alpha
3cqcA00,-8.349493,-2.6912992,1,20,190,50,1.20,Mainly Alpha
3d1pA00,2.921906,3.7810462,3,40,250,10,3.40,Alpha Beta
1vbkA01,3.6635933,5.098976,3,30,70,1510,3.30,Alpha Beta
1qusA01,-1.3553267,4.0303235,1,10,8,350,1.10,Mainly Alpha
5agrA00,2.4419575,1.3487716,3,90,740,10,3.90,Alpha Beta
1nnxA00,7.5122223,1.2401522,2,40,50,200,2.40,Mainly Beta
3og2A03,7.881827,2.9959326,2,60,390,10,2.60,Mainly Beta
2uv8G13,2.3042173,6.841798,6,10,140,1400,6.10,Special
3aagA01,1.3404925,4.0157833,3,40,1380,40,3.40,Alpha Beta
2wqkA00,0.8939094,0.27041075,3,40,1210,10,3.40,Alpha Beta
2wmmA02,3.929282,4.820051,3,30,70,3500,3.30,Alpha Beta
1zjcA01,-1.0505563,1.8161741,3,40,1830,10,3.40,Alpha Beta
4ni6A00,5.63053,0.47777596,2,60,40,3930,2.60,Mainly Beta
1vlyA03,7.1393523,3.3001347,2,40,30,160,2.40,Mainly Beta
3tewA04,6.7581897,4.5195255,2,60,40,810,2.60,Mainly Beta
4atgA00,-4.877755,-1.6641306,1,25,40,770,1.25,Mainly Alpha
4ldvA03,6.6578465,4.256312,2,30,30,1040,2.30,Mainly Beta
1tifA00,4.231084,5.762288,3,10,20,80,3.10,Alpha Beta
1xg0B00,5.8784966,2.9279878,3,90,510,10,3.90,Alpha Beta
1sziA01,6.057317,5.488273,3,30,720,170,3.30,Alpha Beta
2jh3A03,2.2413292,6.5238724,3,30,1360,190,3.30,Alpha Beta
3pehA02,5.3860154,5.9564013,3,30,70,2140,3.30,Alpha Beta
3nb2A03,2.5621438,5.349175,3,40,1850,10,3.40,Alpha Beta
1yu0A01,6.630023,5.5971956,2,10,10,30,2.10,Mainly Beta
3ijmA00,1.848815,3.5288296,3,90,1570,20,3.90,Alpha Beta
3pkzG00,1.8842235,4.487399,3,40,50,1390,3.40,Alpha Beta
5grqA00,-2.4595482,4.258565,1,10,8,810,1.10,Mainly Alpha
3k1lA01,6.0072503,5.075382,3,30,457,40,3.30,Alpha Beta
1rp0A01,0.12756556,5.5430875,6,10,250,160,6.10,Special
2kcaA00,6.7081213,1.6401913,2,40,10,270,2.40,Mainly Beta
3cddB03,4.111887,6.1769056,3,30,1920,10,3.30,Alpha Beta
4wk0A00,0.058219764,-4.3404474,2,130,10,130,2.130,Mainly Beta
2kkxA00,3.6015592,6.098586,3,30,40,80,3.30,Alpha Beta
1inpA01,2.8617995,6.7923803,4,10,460,10,4.10,Few Sec. Str.
4a4yA01,7.0870247,3.455328,2,60,200,50,2.60,Mainly Beta
1qx8A00,-8.766453,1.8812941,1,20,5,1220,1.20,Mainly Alpha
4wpkA00,-1.6251851,-1.0582136,3,40,470,10,3.40,Alpha Beta
2wn9D00,5.0688953,-0.05097954,2,70,170,10,2.70,Mainly Beta
5lp0A00,-3.2991529,1.0190512,1,25,40,90,1.25,Mainly Alpha
2fhdA02,7.4568243,4.304099,2,30,30,810,2.30,Mainly Beta
4l4qB01,-0.7462082,3.830756,3,30,300,280,3.30,Alpha Beta
3f4sA02,-0.28568244,5.55882,1,10,40,80,1.10,Mainly Alpha
5e62A01,7.1751995,4.6406474,2,20,70,20,2.20,Mainly Beta
3e2dA03,0.6103214,6.3808928,1,10,1200,140,1.10,Mainly Alpha
2ogfA00,1.9537292,4.4108973,3,30,1300,20,3.30,Alpha Beta
1nkiA00,5.96703,4.290072,3,10,180,10,3.10,Alpha Beta
1bgfA00,-4.1211576,2.454508,1,10,532,10,1.10,Mainly Alpha
1j8uA00,-3.146688,-2.3732266,1,10,800,10,1.10,Mainly Alpha
2q07A01,1.8045937,3.4281027,3,40,50,10630,3.40,Alpha Beta
2aneA00,7.0896745,2.3105934,2,30,130,40,2.30,Mainly Beta
3l1nA02,-3.549856,4.9621367,1,20,1280,140,1.20,Mainly Alpha
3u07A02,6.532485,3.2741969,2,60,120,1600,2.60,Mainly Beta
2lyyA00,-1.8217931,3.3506105,1,10,287,3020,1.10,Mainly Alpha
2wdtC02,5.838193,3.9089816,3,30,1490,420,3.30,Alpha Beta
1co4A00,5.800027,5.9174857,3,90,430,10,3.90,Alpha Beta
4l3fA02,5.896582,2.0604966,2,60,40,3890,2.60,Mainly Beta
1qu3A05,1.6875485,6.1461315,3,30,2320,20,3.30,Alpha Beta
4dkkA01,2.2546475,7.5495834,6,10,250,1360,6.10,Special
1nijA02,3.934693,3.678896,3,30,1220,10,3.30,Alpha Beta
3mcxA03,-1.0131761,3.7074516,1,25,40,900,1.25,Mainly Alpha
3pg6A00,1.8111798,5.5055556,3,30,390,130,3.30,Alpha Beta
4dt5A00,6.360315,0.60357016,2,150,10,20,2.150,Mainly Beta
2hd9A00,4.8471804,1.6792275,3,10,590,10,3.10,Alpha Beta
2c9oB02,7.1317463,3.6202319,2,40,50,360,2.40,Mainly Beta
4dixA02,4.8959875,3.9457116,2,30,29,140,2.30,Mainly Beta
4p02B02,3.7862282,3.0817375,3,30,379,20,3.30,Alpha Beta
4bhuA00,6.3705344,1.8721681,2,60,40,3490,2.60,Mainly Beta
2zuqA00,-7.131625,1.5896441,1,20,1550,10,1.20,Mainly Alpha
2nr5E00,0.97049606,5.374574,1,10,287,750,1.10,Mainly Alpha
5cqgA02,5.3679214,5.646753,3,10,10,20,3.10,Alpha Beta
1pbyC00,1.0719589,3.861109,4,10,940,10,4.10,Few Sec. Str.
2aegA03,3.2669482,7.087925,6,10,250,570,6.10,Special
4gywC04,4.1441517,5.3951817,3,30,720,150,3.30,Alpha Beta
4a2nB00,-6.6743445,0.71010613,1,20,120,1630,1.20,Mainly Alpha
1dd3A01,0.05780299,7.0985227,1,20,5,710,1.20,Mainly Alpha
3kinB00,-5.7931314,4.6250887,1,20,58,1980,1.20,Mainly Alpha
2rinA02,2.7261817,5.2753053,3,40,190,100,3.40,Alpha Beta
3bg1B03,-2.11706,5.363951,1,25,40,690,1.25,Mainly Alpha
1vjuB00,-4.0694065,-1.043409,3,40,1500,10,3.40,Alpha Beta
3e1sA01,-0.38821337,7.012235,1,10,10,2220,1.10,Mainly Alpha
6nq6B00,3.1045115,3.3585746,3,60,20,30,3.60,Alpha Beta
1hn3A01,3.4360425,6.1647873,6,10,250,60,6.10,Special
4eadA03,4.450176,4.3499947,3,90,1170,30,3.90,Alpha Beta
5dm6U00,5.3341136,2.0166326,2,30,170,40,2.30,Mainly Beta
4jk8B01,2.6265988,2.100517,3,30,420,230,3.30,Alpha Beta
1lshA04,5.572125,-2.9570599,2,20,80,10,2.20,Mainly Beta
2l1qA00,2.0756052,5.9935374,4,10,40,50,4.10,Few Sec. Str.
3whjA00,-6.5610867,4.3445954,6,10,140,1710,6.10,Special
2fmlA01,3.0010645,7.0037174,1,10,287,1030,1.10,Mainly Alpha
4dmvA01,-3.1428645,5.4607954,1,20,58,1190,1.20,Mainly Alpha
4o4oA00,3.937812,1.2271473,2,40,128,590,2.40,Mainly Beta
4k0dA00,-6.8502936,-0.19631338,1,20,120,1730,1.20,Mainly Alpha
1o0sA01,4.788861,4.449671,6,20,310,10,6.20,Special
2vnuD01,6.509502,4.1009808,2,40,50,690,2.40,Mainly Beta
2i71A02,-1.1666814,2.7263463,1,10,3740,10,1.10,Mainly Alpha
3judA00,5.384225,2.581054,3,10,490,10,3.10,Alpha Beta
3lzdA01,3.7008994,4.837797,3,40,50,11840,3.40,Alpha Beta
3vayA02,-3.930576,4.707234,1,20,120,1600,1.20,Mainly Alpha
2rt6A00,-3.2983043,5.8480983,1,20,1270,340,1.20,Mainly Alpha
4bx9C00,-2.907857,5.850802,1,10,150,780,1.10,Mainly Alpha
2rsxA00,2.619675,2.7938488,3,10,450,420,3.10,Alpha Beta
1zbtA01,-1.597279,4.5097027,6,10,140,1950,6.10,Special
5dnyA03,0.43605173,7.6641507,6,10,10,50,6.10,Special
1hq1A00,-0.784423,6.2931895,1,10,260,30,1.10,Mainly Alpha
1wktA00,6.8745327,3.3832533,2,60,20,20,2.60,Mainly Beta
3ua0A00,5.942161,-0.09948296,6,20,280,10,6.20,Special
1v5vA02,4.800747,5.4265566,3,30,70,1400,3.30,Alpha Beta
2uwmA01,-0.9996853,4.916885,1,10,10,2770,1.10,Mainly Alpha
3e0rB02,6.07498,4.321984,3,10,180,40,3.10,Alpha Beta
3m92A01,1.5230589,5.529112,3,30,300,360,3.30,Alpha Beta
2pftA00,-7.3154473,-8.18304,1,20,1280,170,1.20,Mainly Alpha
1w59A01,4.2373466,6.4658895,1,10,287,1110,1.10,Mainly Alpha
1r89A01,-0.22487225,3.401842,1,10,1410,30,1.10,Mainly Alpha
4bj0A00,5.457427,0.14085566,2,60,120,260,2.60,Mainly Beta
2xtsA01,3.800067,0.6689701,3,90,420,10,3.90,Alpha Beta
3gbwA00,5.5416718,-0.75239915,2,60,120,820,2.60,Mainly Beta
2aebB00,-2.10924,-2.2365067,3,40,800,10,3.40,Alpha Beta
3v76A03,1.5931818,7.395787,1,10,8,260,1.10,Mainly Alpha
3keyA02,-0.9537341,6.540405,3,30,1370,230,3.30,Alpha Beta
3lzdA02,2.4257941,3.0452418,3,40,50,11850,3.40,Alpha Beta
4khbC00,6.0887413,4.710773,2,30,29,210,2.30,Mainly Beta
2apoB00,4.1198077,6.365628,2,20,28,40,2.20,Mainly Beta
3l7iA01,-0.100694746,0.53642845,3,40,50,11820,3.40,Alpha Beta
1sedA00,-2.5861087,3.9722033,1,10,3750,10,1.10,Mainly Alpha
2yrtA00,4.687789,5.0422153,4,10,1130,20,4.10,Few Sec. Str.
2r6aC02,1.4171231,7.233387,6,10,140,360,6.10,Special
2pa8D02,4.7897844,4.073902,2,170,120,12,2.170,Mainly Beta
3na5A04,2.4886878,6.525361,3,30,310,50,3.30,Alpha Beta
1vrmA02,0.6232182,7.3550835,1,10,3980,10,1.10,Mainly Alpha
6az1Z00,4.056241,4.564677,3,30,70,3370,3.30,Alpha Beta
2k49A00,3.9629645,4.263658,2,30,29,80,2.30,Mainly Beta
2w2gB01,2.2621305,2.8925598,3,40,220,30,3.40,Alpha Beta
1o7jA01,0.2994403,0.47971582,3,40,50,1170,3.40,Alpha Beta
1a3qA01,3.8796866,0.97250295,2,60,40,340,2.60,Mainly Beta
4nzvA02,4.5397882,4.9955063,3,30,160,210,3.30,Alpha Beta
2jliA00,3.436899,5.748341,3,40,1690,10,3.40,Alpha Beta
1jjdA00,3.0093474,4.411427,2,30,170,10,2.30,Mainly Beta
3uoaB02,6.18358,3.325047,2,60,40,3360,2.60,Mainly Beta
2r18A02,1.3438222,7.0616283,1,10,8,880,1.10,Mainly Alpha
5bsrA01,-2.1475818,-3.8500454,3,40,50,12780,3.40,Alpha Beta
4gouA02,3.811092,2.988271,2,30,29,200,2.30,Mainly Beta
2kouA00,0.75750923,5.5410604,3,30,160,380,3.30,Alpha Beta
2ehpA00,2.0128105,3.997025,3,40,120,10,3.40,Alpha Beta
1itxA02,4.8614626,6.009254,3,10,50,10,3.10,Alpha Beta
2lkyA00,-0.18593083,2.8920796,1,10,150,430,1.10,Mainly Alpha
4udxX01,-6.994654,0.3092509,1,20,1270,30,1.20,Mainly Alpha
4c1bB01,5.2393913,5.611033,3,40,50,12690,3.40,Alpha Beta
4j32A00,1.6940753,2.6967208,3,90,1720,70,3.90,Alpha Beta
1q16A09,4.742603,6.50749,3,30,30,200,3.30,Alpha Beta
3fayA00,-5.5834737,-4.4462185,1,10,506,10,1.10,Mainly Alpha
4wy4B00,-6.52874,1.6272911,1,20,5,110,1.20,Mainly Alpha
4ncbA01,1.9511894,4.1670556,3,30,530,60,3.30,Alpha Beta
5m2pA00,2.9480267,4.685633,3,30,70,1860,3.30,Alpha Beta
4c9yA00,0.8132781,4.7159915,1,10,10,1890,1.10,Mainly Alpha
3d9xA03,4.356288,6.364058,6,10,250,2120,6.10,Special
2z5yA03,-1.5855858,4.8917212,6,10,250,130,6.10,Special
3vkgA14,-2.838955,3.8215969,6,10,140,1060,6.10,Special
1qmbB00,5.722827,2.3136082,2,10,310,10,2.10,Mainly Beta
3c2gA02,0.25673497,6.424982,1,10,10,1630,1.10,Mainly Alpha
2w02B01,-3.8352623,5.9419813,1,10,150,640,1.10,Mainly Alpha
3v3tA02,6.390697,4.099998,3,30,1330,150,3.30,Alpha Beta
1ucsA00,5.637845,5.369428,3,90,1210,10,3.90,Alpha Beta
4l4hA03,-5.8146133,2.1103656,1,25,10,30,1.25,Mainly Alpha
6hgmA01,-1.4299198,1.7404175,3,30,497,10,3.30,Alpha Beta
2x4jA01,7.464416,1.9684492,2,30,30,600,2.30,Mainly Beta
5nj9D01,-0.3996967,1.0799944,3,30,2290,10,3.30,Alpha Beta
1ts9A00,7.936171,3.4818354,2,30,30,210,2.30,Mainly Beta
4w8pA01,-8.559113,-2.6018922,1,20,1420,10,1.20,Mainly Alpha
2qeeA02,0.06281578,6.52426,1,10,2020,10,1.10,Mainly Alpha
3pufL00,5.1664124,2.1433473,2,40,128,680,2.40,Mainly Beta
2bw2A01,6.319462,4.3302674,3,10,20,420,3.10,Alpha Beta
4mjgA00,2.6561244,2.0100462,3,30,2030,30,3.30,Alpha Beta
2qfaB00,-8.491556,1.4975349,6,10,250,1900,6.10,Special
1yvuA02,4.2043085,5.1304765,2,30,340,10,2.30,Mainly Beta
3d3bJ00,4.6073895,5.626779,3,30,70,600,3.30,Alpha Beta
4z8jA00,5.032745,5.098882,2,30,42,10,2.30,Mainly Beta
3lxuX06,-5.6374125,-2.3491123,1,25,40,710,1.25,Mainly Alpha
3qxyA01,-1.6085281,0.018718734,3,90,1410,10,3.90,Alpha Beta
4jdxF00,-8.35123,0.91272646,6,10,140,1840,6.10,Special
4fgmA01,5.60264,2.0000684,2,60,40,3650,2.60,Mainly Beta
2bh1X00,4.5767064,5.962893,3,30,300,160,3.30,Alpha Beta
2mjfA00,2.7097797,6.8798404,6,10,250,1790,6.10,Special
4aj5H00,-10.082184,-2.8575473,6,10,250,1370,6.10,Special
1y9bA00,-5.1157384,3.284427,1,20,5,780,1.20,Mainly Alpha
6a95B00,6.4464326,5.1582384,2,30,130,120,2.30,Mainly Beta
2e85B00,1.1787531,2.8884346,3,40,50,1450,3.40,Alpha Beta
2clyC01,0.09976956,4.591508,6,10,280,200,6.10,Special
1gm5A01,-0.9822151,5.9606395,1,20,120,630,1.20,Mainly Alpha
4mb0A00,-1.88461,-1.0604646,3,40,50,12640,3.40,Alpha Beta
3dbyL00,-8.48409,-4.2126813,1,20,1260,120,1.20,Mainly Alpha
3vkhB01,-0.5074483,5.3915186,1,10,287,2620,1.10,Mainly Alpha
3g98A00,3.6414604,4.575609,3,10,310,40,3.10,Alpha Beta
4tpsD00,0.49729732,6.6157856,3,30,300,180,3.30,Alpha Beta
3zr8X00,-0.24427734,6.439442,1,10,10,2460,1.10,Mainly Alpha
3ttvA01,-0.71771234,-1.3201286,2,40,180,10,2.40,Mainly Beta
1szhA01,0.04166441,6.438163,1,10,150,360,1.10,Mainly Alpha
1x4sA00,5.00542,6.262752,3,30,60,190,3.30,Alpha Beta
4kk7A03,6.0169067,4.8625507,2,40,50,910,2.40,Mainly Beta
2v0xA01,-6.751661,0.35828042,1,10,287,3160,1.10,Mainly Alpha
4ii2A01,2.2023132,3.2195537,3,50,50,80,3.50,Alpha Beta
3ugoA00,-6.427349,-0.82886755,1,20,120,1810,1.20,Mainly Alpha
2lorA00,-3.4225578,5.4262447,1,10,3350,20,1.10,Mainly Alpha
2vsgA02,-5.576395,1.3577325,1,10,470,10,1.10,Mainly Alpha
2v7kA01,-1.0575871,2.6616337,1,20,58,1320,1.20,Mainly Alpha
3u9wA01,5.9591146,0.26321292,2,60,40,1730,2.60,Mainly Beta
3o0lB00,6.7813034,1.2207317,2,60,40,3230,2.60,Mainly Beta
2xxpA02,-1.488178,0.21042411,3,40,630,190,3.40,Alpha Beta
2wjnC02,-0.9898502,2.1802602,1,10,468,10,1.10,Mainly Alpha
1evyA02,-3.159603,2.7847679,1,10,1040,10,1.10,Mainly Alpha
4opwB00,10.668476,-4.335545,2,160,20,120,2.160,Mainly Beta
3wryA02,-0.8991255,-0.34645048,3,40,50,12030,3.40,Alpha Beta
1vw3C02,6.385723,5.042743,3,30,160,810,3.30,Alpha Beta
5lx6A00,2.805249,2.153935,3,90,228,10,3.90,Alpha Beta
1uiiA00,-10.180615,-2.00639,1,20,5,1180,1.20,Mainly Alpha
2qfaC00,-2.8608277,5.62714,1,20,5,3600,1.20,Mainly Alpha
3lmmA01,2.3237896,3.4604747,3,30,950,30,3.30,Alpha Beta
5gs7A01,1.3149462,-1.0854613,3,60,60,10,3.60,Alpha Beta
1k5oA00,-0.47746244,3.5775535,1,10,150,220,1.10,Mainly Alpha
2jbvA03,1.2013315,6.7208333,1,10,1220,110,1.10,Mainly Alpha
5ko9A00,2.8201013,-0.107349195,3,90,1680,10,3.90,Alpha Beta
2qmaA01,2.2780137,5.009939,1,20,1650,10,1.20,Mainly Alpha
3s6pA03,7.182234,0.8874183,2,60,270,70,2.60,Mainly Beta
2zk9X00,0.71276146,1.2718303,3,10,620,30,3.10,Alpha Beta
2pp6A02,7.779293,3.8771613,2,40,10,210,2.40,Mainly Beta
3n2qA02,2.554936,5.1179676,3,30,300,190,3.30,Alpha Beta
3bk6A02,-8.227039,1.9333496,6,10,250,2090,6.10,Special
1sg4C02,0.57173353,5.937816,6,10,250,170,6.10,Special
2qqpA01,2.3653183,7.374843,6,10,350,10,6.10,Special
4e5xG00,6.3808346,2.2006483,2,60,40,3530,2.60,Mainly Beta
2obeA01,3.1943073,-0.27204856,3,90,249,10,3.90,Alpha Beta
2jwhA00,4.0562806,5.8899403,3,30,1680,40,3.30,Alpha Beta
3k59A02,3.896871,5.4428797,3,30,70,2250,3.30,Alpha Beta
3ku7B00,5.3186193,3.9013767,3,30,1070,10,3.30,Alpha Beta
1xszA02,-1.6099504,3.412697,1,10,1000,11,1.10,Mainly Alpha
3o4hA01,2.3541028,-2.775058,2,130,10,150,2.130,Mainly Beta
6em3f00,6.4507847,3.5512764,2,40,10,190,2.40,Mainly Beta
1dkiA02,1.8190719,4.056618,3,30,910,30,3.30,Alpha Beta
4pfoA01,7.532976,4.446567,2,30,30,360,2.30,Mainly Beta
2x3aA01,5.9391165,1.1236092,2,60,40,2970,2.60,Mainly Beta
1lqtB02,1.1177826,0.48319313,3,50,50,60,3.50,Alpha Beta
4qpkA01,-3.9098916,5.453807,1,10,287,130,1.10,Mainly Alpha
3vx8A01,2.252423,3.8849149,3,40,140,100,3.40,Alpha Beta
2xhiA01,5.3200645,5.8721743,3,30,310,40,3.30,Alpha Beta
5aqmD00,-7.027156,1.8696344,1,20,58,120,1.20,Mainly Alpha
2jl8102,6.266125,5.4286895,3,30,160,850,3.30,Alpha Beta
3rlfF04,-5.175452,-1.9782025,1,10,3720,10,1.10,Mainly Alpha
4gysA02,-1.0909922,5.489906,1,20,58,1700,1.20,Mainly Alpha
2kt9A01,1.9185373,4.222182,3,30,390,140,3.30,Alpha Beta
2lqiB00,4.3195686,4.679193,6,10,250,1690,6.10,Special
5jajA03,-3.9258611,3.6932497,1,20,1320,30,1.20,Mainly Alpha
1nxiA00,1.3489492,4.4784966,3,30,70,970,3.30,Alpha Beta
3r84J00,-4.9495244,4.899168,6,10,280,160,6.10,Special
2gq0B02,2.7068877,4.899852,3,40,50,11260,3.40,Alpha Beta
3ckcA03,2.6918738,6.840324,1,10,3780,10,1.10,Mainly Alpha
4gxtA02,-0.1619905,3.0250187,1,20,1440,320,1.20,Mainly Alpha
3smvA02,0.5610113,4.5611897,1,10,150,750,1.10,Mainly Alpha
3fgrB00,-0.1852767,-1.0849051,3,60,60,20,3.60,Alpha Beta
3wqcA01,4.2220745,1.8526636,2,40,37,20,2.40,Mainly Beta
2fiyA00,-3.0403342,-1.7899138,3,90,1670,10,3.90,Alpha Beta
2rjiA00,-0.49284884,5.8278823,1,10,1740,170,1.10,Mainly Alpha
1oc7A00,-2.6004605,-3.2147021,3,20,20,40,3.20,Alpha Beta
